name,affiliation,orig_affiliation,revenue,employees
Ms Jie Mao,"SHANGHAI HUATUO PHARMACEUTICAL TECHNOLOGY DEVELOPMENT CO., LTD.","HARBIN LAIBOTEN PHARMACEUTICAL CO., LTD. (GUO: SHANGHAI HUATUO PHARMACEUTICAL TECHNOLOGY DEVELOPMENT CO., LTD.)",47195.0294834375,191
Mr Chee Wei Piong,KOTRA INDUSTRIES BERHAD,KOTRA PHARMA (M) SDN. BHD. (GUO: KOTRA INDUSTRIES BERHAD),47194.8690301329,NA
Mr Seri Teck Min Piong,KOTRA INDUSTRIES BERHAD,KOTRA PHARMA (M) SDN. BHD. (GUO: KOTRA INDUSTRIES BERHAD),47194.8690301329,NA
Mr Teck Onn Piong,KOTRA INDUSTRIES BERHAD,KOTRA PHARMA (M) SDN. BHD. (GUO: KOTRA INDUSTRIES BERHAD),47194.8690301329,NA
Mr Teck Yen Piong,KOTRA INDUSTRIES BERHAD,KOTRA PHARMA (M) SDN. BHD. (GUO: KOTRA INDUSTRIES BERHAD),47194.8690301329,NA
Mr Talal Kathem Abdullah Nasereddin,BIRZEIT PHARMACEUTICALS COMPANY PLC,BIRZEIT PHARMACEUTICALS COMPANY PLC,47158,NA
Mr Talal Kazem Abdullah Nasser Eldin,BIRZEIT PHARMACEUTICALS COMPANY PLC,BIRZEIT PHARMACEUTICALS COMPANY PLC,47158,NA
Dr. Mohammed Nasreddine Nasreddine,BIRZEIT PHARMACEUTICALS COMPANY PLC,BIRZEIT PHARMACEUTICALS COMPANY PLC,47158,NA
Dr. Salem Mustafa Salem Abu Al Khaizaran,BIRZEIT PHARMACEUTICALS COMPANY PLC,BIRZEIT PHARMACEUTICALS COMPANY PLC,47158,NA
Dr. Farhan Nasser Abu Leil,BIRZEIT PHARMACEUTICALS COMPANY PLC,BIRZEIT PHARMACEUTICALS COMPANY PLC,47158,NA
Mr Azzam Abdul Karim Rushdi Al Shawa,BIRZEIT PHARMACEUTICALS COMPANY PLC,BIRZEIT PHARMACEUTICALS COMPANY PLC,47158,NA
Rasha Mohammed Naser Eddin,BIRZEIT PHARMACEUTICALS COMPANY PLC,BIRZEIT PHARMACEUTICALS COMPANY PLC,47158,NA
Mr Firas Kazem Abd Allah Naser El Din,BIRZEIT PHARMACEUTICALS COMPANY PLC,BIRZEIT PHARMACEUTICALS COMPANY PLC,47158,NA
Mr Firas Kathem Abdullah Nasereddin,BIRZEIT PHARMACEUTICALS COMPANY PLC,BIRZEIT PHARMACEUTICALS COMPANY PLC,47158,NA
Dr. Yahya Mohammad Yahya Shawar,BIRZEIT PHARMACEUTICALS COMPANY PLC,BIRZEIT PHARMACEUTICALS COMPANY PLC,47158,NA
Mr Qi Mi,MR CHAO JIE MI,"SHANDONG SIRUI PHARMACEUTICAL CO., LTD. (GUO: MR CHAO JIE MI)",47150.6815962493,247
Mr Wenqi Li,MR CHAO JIE MI,"SHANDONG SIRUI PHARMACEUTICAL CO., LTD. (GUO: MR CHAO JIE MI)",47150.6815962493,247
Mr Zhiming Wu,MR CHAO JIE MI,"SHANDONG SIRUI PHARMACEUTICAL CO., LTD. (GUO: MR CHAO JIE MI)",47150.6815962493,247
Haiping Ying,TIAN LEI,"JIANGSU HANSYN PHARMACEUTICAL CO., LTD. (GUO: TIAN LEI)",47143.9812348783,300
Ms Dongsheng Nie,SHANGHAI SHEN LIAN BIOMEDICAL CORPORATION,SHANGHAI SHEN LIAN BIOMEDICAL CORPORATION,47016.6048466265,365
Mr Gang Huang,SHANGHAI SHEN LIAN BIOMEDICAL CORPORATION,SHANGHAI SHEN LIAN BIOMEDICAL CORPORATION,47016.6048466265,365
Min Li,SHANGHAI SHEN LIAN BIOMEDICAL CORPORATION,SHANGHAI SHEN LIAN BIOMEDICAL CORPORATION,47016.6048466265,365
Mr Jianjun Li,SHANGHAI SHEN LIAN BIOMEDICAL CORPORATION,SHANGHAI SHEN LIAN BIOMEDICAL CORPORATION,47016.6048466265,365
Ms Shujing Lin,SHANGHAI SHEN LIAN BIOMEDICAL CORPORATION,SHANGHAI SHEN LIAN BIOMEDICAL CORPORATION,47016.6048466265,365
Wenhao Nei,SHANGHAI SHEN LIAN BIOMEDICAL CORPORATION,SHANGHAI SHEN LIAN BIOMEDICAL CORPORATION,47016.6048466265,365
Mr Wenhao Nie,SHANGHAI SHEN LIAN BIOMEDICAL CORPORATION,SHANGHAI SHEN LIAN BIOMEDICAL CORPORATION,47016.6048466265,365
Chunyu Pan,SHANGHAI SHEN LIAN BIOMEDICAL CORPORATION,SHANGHAI SHEN LIAN BIOMEDICAL CORPORATION,47016.6048466265,365
Mr Yongchang Shao,SHANGHAI SHEN LIAN BIOMEDICAL CORPORATION,SHANGHAI SHEN LIAN BIOMEDICAL CORPORATION,47016.6048466265,365
Dongqing Wei,SHANGHAI SHEN LIAN BIOMEDICAL CORPORATION,SHANGHAI SHEN LIAN BIOMEDICAL CORPORATION,47016.6048466265,365
Benguang Wu,SHANGHAI SHEN LIAN BIOMEDICAL CORPORATION,SHANGHAI SHEN LIAN BIOMEDICAL CORPORATION,47016.6048466265,365
Ms Chuyu Wu,SHANGHAI SHEN LIAN BIOMEDICAL CORPORATION,SHANGHAI SHEN LIAN BIOMEDICAL CORPORATION,47016.6048466265,365
Shouchang Wu,SHANGHAI SHEN LIAN BIOMEDICAL CORPORATION,SHANGHAI SHEN LIAN BIOMEDICAL CORPORATION,47016.6048466265,365
Mr Congzhou Yang,SHANGHAI SHEN LIAN BIOMEDICAL CORPORATION,SHANGHAI SHEN LIAN BIOMEDICAL CORPORATION,47016.6048466265,365
Fan Wu,AUSTRALIA BY SAINT PTY LTD,ULTRA MIX (AUST.) PTY. LTD. (GUO: AUSTRALIA BY SAINT PTY LTD),46985.0719966353,NA
Mr Juan Ignacio Matji de Arroquia,"INDUSTRIAL FARMACEUTICA CANTABRIA, SA","DIFA - COOPER S.P.A. (GUO: INDUSTRIAL FARMACEUTICA CANTABRIA, SA)",46917.24231067,56
Mr Stefano Fatelli,"INDUSTRIAL FARMACEUTICA CANTABRIA, SA","DIFA - COOPER S.P.A. (GUO: INDUSTRIAL FARMACEUTICA CANTABRIA, SA)",46917.24231067,56
Ms Concepcion Matji De Arroquia,"INDUSTRIAL FARMACEUTICA CANTABRIA, SA","DIFA - COOPER S.P.A. (GUO: INDUSTRIAL FARMACEUTICA CANTABRIA, SA)",46917.24231067,56
Ms Susana Rodriguez Navarro,"INDUSTRIAL FARMACEUTICA CANTABRIA, SA","DIFA - COOPER S.P.A. (GUO: INDUSTRIAL FARMACEUTICA CANTABRIA, SA)",46917.24231067,56
Mr Luzuo Chen,LUZUO CHEN,"JILIN JINGZHU PHARMACEUTICAL CO., LTD. (GUO: LUZUO CHEN)",46908.1562322825,90
Junfeng Su,"GUANGXI HENGTUO MEDICINE INVESTMENT GROUP CO.,LTD","HENGTUO GROUP GUANGXI SHENGKANG PHARMACY CO., LTD. (GUO: GUANGXI HENGTUO MEDICINE INVESTMENT GROUP CO.,LTD)",46907.1756798774,275
Mr Andreas Serenus Hoffmann,MRS MARIE-ANNE HOFFMANN,CLINICAL MICRO SENSORS INC. (GUO: MRS MARIE-ANNE HOFFMANN),46900,123
Prof. Dr. Hans Clevers,MRS MARIE-ANNE HOFFMANN,CLINICAL MICRO SENSORS INC. (GUO: MRS MARIE-ANNE HOFFMANN),46900,123
Dr. Joerg Duschmale,MRS MARIE-ANNE HOFFMANN,CLINICAL MICRO SENSORS INC. (GUO: MRS MARIE-ANNE HOFFMANN),46900,123
Dr. Claudia Ricarda Rita Suessmuth Dyckerhoff,MRS MARIE-ANNE HOFFMANN,CLINICAL MICRO SENSORS INC. (GUO: MRS MARIE-ANNE HOFFMANN),46900,123
Dr. Patrick B. Frost,MRS MARIE-ANNE HOFFMANN,CLINICAL MICRO SENSORS INC. (GUO: MRS MARIE-ANNE HOFFMANN),46900,123
Ms Anita Hauser,MRS MARIE-ANNE HOFFMANN,CLINICAL MICRO SENSORS INC. (GUO: MRS MARIE-ANNE HOFFMANN),46900,123
Prof. Dr. Richard Priestley Lifton,MRS MARIE-ANNE HOFFMANN,CLINICAL MICRO SENSORS INC. (GUO: MRS MARIE-ANNE HOFFMANN),46900,123
Mr Bernard Jean Poussot,MRS MARIE-ANNE HOFFMANN,CLINICAL MICRO SENSORS INC. (GUO: MRS MARIE-ANNE HOFFMANN),46900,123
Ms Jing Zhao,"SHANDONG BUCHANG PHARMACEUTICALS CO.,LTD","SHANDONG BUZHANG SHENZHOU PHARMACEUTICAL CO., LTD. (GUO: SHANDONG BUCHANG PHARMACEUTICALS CO.,LTD)",46894.3655177951,413
Mr Luxiang Liu,"SHANDONG BUCHANG PHARMACEUTICALS CO.,LTD","SHANDONG BUZHANG SHENZHOU PHARMACEUTICAL CO., LTD. (GUO: SHANDONG BUCHANG PHARMACEUTICALS CO.,LTD)",46894.3655177951,413
Mr Renhui Xue,"SHANDONG BUCHANG PHARMACEUTICALS CO.,LTD","SHANDONG BUZHANG SHENZHOU PHARMACEUTICAL CO., LTD. (GUO: SHANDONG BUCHANG PHARMACEUTICALS CO.,LTD)",46894.3655177951,413
Mr Mehmet Berat Battal,MR MEHMET BERAT BATTAL,TURK ILAC VE SERUM SANAYI A.S. (GUO: MR MEHMET BERAT BATTAL),46885.4380196184,332
Mr Yunus Emre Battal,MR MEHMET BERAT BATTAL,TURK ILAC VE SERUM SANAYI A.S. (GUO: MR MEHMET BERAT BATTAL),46885.4380196184,332
Mr Guelahmet Dogruyol,MR MEHMET BERAT BATTAL,TURK ILAC VE SERUM SANAYI A.S. (GUO: MR MEHMET BERAT BATTAL),46885.4380196184,332
Mr Ismet Gergerli,MR MEHMET BERAT BATTAL,TURK ILAC VE SERUM SANAYI A.S. (GUO: MR MEHMET BERAT BATTAL),46885.4380196184,332
Mr Yakup Karakus,MR MEHMET BERAT BATTAL,TURK ILAC VE SERUM SANAYI A.S. (GUO: MR MEHMET BERAT BATTAL),46885.4380196184,332
Mr Mahmut Kartaltepe,MR MEHMET BERAT BATTAL,TURK ILAC VE SERUM SANAYI A.S. (GUO: MR MEHMET BERAT BATTAL),46885.4380196184,332
Mr Onur Oersel,MR MEHMET BERAT BATTAL,TURK ILAC VE SERUM SANAYI A.S. (GUO: MR MEHMET BERAT BATTAL),46885.4380196184,332
Mr Volkan Sapmaz,MR MEHMET BERAT BATTAL,TURK ILAC VE SERUM SANAYI A.S. (GUO: MR MEHMET BERAT BATTAL),46885.4380196184,332
Mr Berna Sezer,MR MEHMET BERAT BATTAL,TURK ILAC VE SERUM SANAYI A.S. (GUO: MR MEHMET BERAT BATTAL),46885.4380196184,332
Mr Young Kweon Choi,ICURE PHARMACEUTICAL INCORPORATION,ICURE PHARMACEUTICAL INCORPORATION,46845.3475063804,NA
Mr Jong Jeon Park,ICURE PHARMACEUTICAL INCORPORATION,ICURE PHARMACEUTICAL INCORPORATION,46845.3475063804,NA
Jin Dong Jang,ICURE PHARMACEUTICAL INCORPORATION,ICURE PHARMACEUTICAL INCORPORATION,46845.3475063804,NA
Mr Cheon Rae Kim,ICURE PHARMACEUTICAL INCORPORATION,ICURE PHARMACEUTICAL INCORPORATION,46845.3475063804,NA
Seong Su Kim,ICURE PHARMACEUTICAL INCORPORATION,ICURE PHARMACEUTICAL INCORPORATION,46845.3475063804,NA
Mr Mun Haeng Lee,ICURE PHARMACEUTICAL INCORPORATION,ICURE PHARMACEUTICAL INCORPORATION,46845.3475063804,NA
Seong Uk Lee,ICURE PHARMACEUTICAL INCORPORATION,ICURE PHARMACEUTICAL INCORPORATION,46845.3475063804,NA
Jeong Seok O,ICURE PHARMACEUTICAL INCORPORATION,ICURE PHARMACEUTICAL INCORPORATION,46845.3475063804,NA
Jae Cheon Wi,ICURE PHARMACEUTICAL INCORPORATION,ICURE PHARMACEUTICAL INCORPORATION,46845.3475063804,NA
Mr Tao Zheng,LIVZON PHARMACEUTICAL GROUP INC.,"JIAOZUO LIVZON SYNTPHARM CO., LTD. (GUO: LIVZON PHARMACEUTICAL GROUP INC.)",46837.2873701751,199
Dr. Mohammad Mahmoud Masrouji,JERUSALEM PHARMACEUTICALS CO. LTD,JERUSALEM PHARMACEUTICALS CO. LTD,46824,NA
Mr Ibrahim Ali Al Tawil,JERUSALEM PHARMACEUTICALS CO. LTD,JERUSALEM PHARMACEUTICALS CO. LTD,46824,NA
Dr. Ibrahim Al-Taweel,JERUSALEM PHARMACEUTICALS CO. LTD,JERUSALEM PHARMACEUTICALS CO. LTD,46824,NA
Dr. Iyad Mohammed Masrouji,JERUSALEM PHARMACEUTICALS CO. LTD,JERUSALEM PHARMACEUTICALS CO. LTD,46824,NA
Mr Eyad Mohammad Masrouji,JERUSALEM PHARMACEUTICALS CO. LTD,JERUSALEM PHARMACEUTICALS CO. LTD,46824,NA
Darwish Mohammed Eldin Al-Asaly,JERUSALEM PHARMACEUTICALS CO. LTD,JERUSALEM PHARMACEUTICALS CO. LTD,46824,NA
Dr. Majed Al-Hilou,JERUSALEM PHARMACEUTICALS CO. LTD,JERUSALEM PHARMACEUTICALS CO. LTD,46824,NA
Dr. Darwish Mohieddine Asali,JERUSALEM PHARMACEUTICALS CO. LTD,JERUSALEM PHARMACEUTICALS CO. LTD,46824,NA
Mr Ibrahim Ali Attawil,JERUSALEM PHARMACEUTICALS CO. LTD,JERUSALEM PHARMACEUTICALS CO. LTD,46824,NA
Moahmed Yousef Elamor,JERUSALEM PHARMACEUTICALS CO. LTD,JERUSALEM PHARMACEUTICALS CO. LTD,46824,NA
Mr Majed Atta Diab Helou,JERUSALEM PHARMACEUTICALS CO. LTD,JERUSALEM PHARMACEUTICALS CO. LTD,46824,NA
Dr. Nedal Shawkat Kamal,JERUSALEM PHARMACEUTICALS CO. LTD,JERUSALEM PHARMACEUTICALS CO. LTD,46824,NA
Dr. Mohammad Samir Amin Mohammad Khateeb,JERUSALEM PHARMACEUTICALS CO. LTD,JERUSALEM PHARMACEUTICALS CO. LTD,46824,NA
Dr. Lina Barakat Masrouji,JERUSALEM PHARMACEUTICALS CO. LTD,JERUSALEM PHARMACEUTICALS CO. LTD,46824,NA
Dr. Lina Faiek Abd Albari Masrouji,JERUSALEM PHARMACEUTICALS CO. LTD,JERUSALEM PHARMACEUTICALS CO. LTD,46824,NA
Professor Saleem Haj Yahia,JERUSALEM PHARMACEUTICALS CO. LTD,JERUSALEM PHARMACEUTICALS CO. LTD,46824,NA
Mr Salim El-Haj Yahya,JERUSALEM PHARMACEUTICALS CO. LTD,JERUSALEM PHARMACEUTICALS CO. LTD,46824,NA
Ms Rachel Rosanna Cox,G.R. LANE HOLDINGS LIMITED,G.R. LANE HOLDINGS LIMITED,46822.9265134165,235
Mr Michael Edward Frost,G.R. LANE HOLDINGS LIMITED,G.R. LANE HOLDINGS LIMITED,46822.9265134165,235
Mr Jonathan Roger Groves,G.R. LANE HOLDINGS LIMITED,G.R. LANE HOLDINGS LIMITED,46822.9265134165,235
Ms Janet Margaret Groves,G.R. LANE HOLDINGS LIMITED,G.R. LANE HOLDINGS LIMITED,46822.9265134165,235
Mr Trevor Edward Howard,G.R. LANE HOLDINGS LIMITED,G.R. LANE HOLDINGS LIMITED,46822.9265134165,235
Ms Amy Louise Power,G.R. LANE HOLDINGS LIMITED,G.R. LANE HOLDINGS LIMITED,46822.9265134165,235
Ms Judith Helen Sissons,G.R. LANE HOLDINGS LIMITED,G.R. LANE HOLDINGS LIMITED,46822.9265134165,235
Mr Robin James Sissons,G.R. LANE HOLDINGS LIMITED,G.R. LANE HOLDINGS LIMITED,46822.9265134165,235
Mr Timothy John Sissons,G.R. LANE HOLDINGS LIMITED,G.R. LANE HOLDINGS LIMITED,46822.9265134165,235
Mr Huadong Wang,HUADONG WANG,"JIANGXI SHENNONG ZHONGYAO PIECES CO., LTD. (GUO: HUADONG WANG)",46821.7041952312,283
Dr. Bruce L Booth,"KYMERA THERAPEUTICS, INC.","KYMERA THERAPEUTICS, INC.",46800,167
Dr. Gorjan Hrustanovic,"KYMERA THERAPEUTICS, INC.","KYMERA THERAPEUTICS, INC.",46800,167
Mr Donald William Nicholson,"KYMERA THERAPEUTICS, INC.","KYMERA THERAPEUTICS, INC.",46800,167
Ms Elena Heather Ridloff,"KYMERA THERAPEUTICS, INC.","KYMERA THERAPEUTICS, INC.",46800,167
Lijun Wang,"SHANGHAI WEI JIA BIOLOGICAL SCIENCE AND TECHNOLOGY CO., LTD.","HUNAN VIGOR BIO-TECH CO.,LTD (GUO: SHANGHAI WEI JIA BIOLOGICAL SCIENCE AND TECHNOLOGY CO., LTD.)",46794.5755786896,180
Mr Richard J Bastiani,ID BIOMEDICAL CORPORATION,ID BIOMEDICAL CORPORATION,46773.8459832668,NA
Mr Daniel Anthony Carriere,ID BIOMEDICAL CORPORATION,ID BIOMEDICAL CORPORATION,46773.8459832668,NA
Mr Michel Greco,ID BIOMEDICAL CORPORATION,ID BIOMEDICAL CORPORATION,46773.8459832668,NA
Dr. Anthony F Holler,ID BIOMEDICAL CORPORATION,ID BIOMEDICAL CORPORATION,46773.8459832668,NA
Mr Richard Hall Mccoy,ID BIOMEDICAL CORPORATION,ID BIOMEDICAL CORPORATION,46773.8459832668,NA
Mr Todd R Patrick,ID BIOMEDICAL CORPORATION,ID BIOMEDICAL CORPORATION,46773.8459832668,NA
Mr Jon S Saxe,ID BIOMEDICAL CORPORATION,ID BIOMEDICAL CORPORATION,46773.8459832668,NA
Mr Brian J Underdown,ID BIOMEDICAL CORPORATION,ID BIOMEDICAL CORPORATION,46773.8459832668,NA
Mr Ian A Webb,ID BIOMEDICAL CORPORATION,ID BIOMEDICAL CORPORATION,46773.8459832668,NA
Mr Qing Miao,"BAIYUN MOUNTAIN DONGTAI SHANGQIU PHARMACEUTICAL CO., LTD.","BAIYUN MOUNTAIN DONGTAI SHANGQIU PHARMACEUTICAL CO., LTD.",46768.4275145531,NA
Mr Wei Chen,"BAIYUN MOUNTAIN DONGTAI SHANGQIU PHARMACEUTICAL CO., LTD.","BAIYUN MOUNTAIN DONGTAI SHANGQIU PHARMACEUTICAL CO., LTD.",46768.4275145531,NA
Mr Yudong Dou,"BAIYUN MOUNTAIN DONGTAI SHANGQIU PHARMACEUTICAL CO., LTD.","BAIYUN MOUNTAIN DONGTAI SHANGQIU PHARMACEUTICAL CO., LTD.",46768.4275145531,NA
Ms Aiqin Li,"BAIYUN MOUNTAIN DONGTAI SHANGQIU PHARMACEUTICAL CO., LTD.","BAIYUN MOUNTAIN DONGTAI SHANGQIU PHARMACEUTICAL CO., LTD.",46768.4275145531,NA
Mr Yawen Miao,"BAIYUN MOUNTAIN DONGTAI SHANGQIU PHARMACEUTICAL CO., LTD.","BAIYUN MOUNTAIN DONGTAI SHANGQIU PHARMACEUTICAL CO., LTD.",46768.4275145531,NA
Run Miao,"BAIYUN MOUNTAIN DONGTAI SHANGQIU PHARMACEUTICAL CO., LTD.","BAIYUN MOUNTAIN DONGTAI SHANGQIU PHARMACEUTICAL CO., LTD.",46768.4275145531,NA
Mr Guoping Shi,"BAIYUN MOUNTAIN DONGTAI SHANGQIU PHARMACEUTICAL CO., LTD.","BAIYUN MOUNTAIN DONGTAI SHANGQIU PHARMACEUTICAL CO., LTD.",46768.4275145531,NA
Ms Leqing Zhang,"BAIYUN MOUNTAIN DONGTAI SHANGQIU PHARMACEUTICAL CO., LTD.","BAIYUN MOUNTAIN DONGTAI SHANGQIU PHARMACEUTICAL CO., LTD.",46768.4275145531,NA
Mr Xinan Lv,"CHINA BE BORN MEDICINE BUSINESS (BEIJING) CO., LTD.","CHINA BE BORN MEDICINE BUSINESS (BEIJING) CO., LTD.",46728.6199593544,417
Mr Baoyin Guo,TIANJIN PHARMACEUTICAL DA REN TANG GROUP CORPORATION LIMITED,"TIANJIN  DARENTANG JINGWANHONG PHARMACEUTICAL  CO., LTD. (GUO: TIANJIN PHARMACEUTICAL DA REN TANG GROUP CORPORATION LIMITED)",46698.4814429879,340
Mr Daoqing Xu,TIANJIN PHARMACEUTICAL DA REN TANG GROUP CORPORATION LIMITED,"TIANJIN  DARENTANG JINGWANHONG PHARMACEUTICAL  CO., LTD. (GUO: TIANJIN PHARMACEUTICAL DA REN TANG GROUP CORPORATION LIMITED)",46698.4814429879,340
Yulong Liu,TIANJIN PHARMACEUTICAL DA REN TANG GROUP CORPORATION LIMITED,"TIANJIN  DARENTANG JINGWANHONG PHARMACEUTICAL  CO., LTD. (GUO: TIANJIN PHARMACEUTICAL DA REN TANG GROUP CORPORATION LIMITED)",46698.4814429879,340
Ms Lei Wang,TIANJIN PHARMACEUTICAL DA REN TANG GROUP CORPORATION LIMITED,"TIANJIN  DARENTANG JINGWANHONG PHARMACEUTICAL  CO., LTD. (GUO: TIANJIN PHARMACEUTICAL DA REN TANG GROUP CORPORATION LIMITED)",46698.4814429879,340
Mr Sheng Zhou,TIANJIN PHARMACEUTICAL DA REN TANG GROUP CORPORATION LIMITED,"TIANJIN  DARENTANG JINGWANHONG PHARMACEUTICAL  CO., LTD. (GUO: TIANJIN PHARMACEUTICAL DA REN TANG GROUP CORPORATION LIMITED)",46698.4814429879,340
Mr Jinbiao Zhang,JOHNSON & JOHNSON,"AMO (HANGZHOU) CO., LTD. (GUO: JOHNSON & JOHNSON)",46686.5273742676,NA
Ms Juan Jia,JOHNSON & JOHNSON,"AMO (HANGZHOU) CO., LTD. (GUO: JOHNSON & JOHNSON)",46686.5273742676,NA
Zhiheng Zhuang,JOHNSON & JOHNSON,"AMO (HANGZHOU) CO., LTD. (GUO: JOHNSON & JOHNSON)",46686.5273742676,NA
Clintonandrewhess,UNILAB BIOSCIENCES CORPORATION HONG KONG LIMITED,"SHANGHAI UNITED CELL BIOTECHNOLOGY CO., LTD. (GUO: UNILAB BIOSCIENCES CORPORATION HONG KONG LIMITED)",46679.9237747192,NA
Ericalbertlimgotubco,UNILAB BIOSCIENCES CORPORATION HONG KONG LIMITED,"SHANGHAI UNITED CELL BIOTECHNOLOGY CO., LTD. (GUO: UNILAB BIOSCIENCES CORPORATION HONG KONG LIMITED)",46679.9237747192,NA
Yuan Jia,UNILAB BIOSCIENCES CORPORATION HONG KONG LIMITED,"SHANGHAI UNITED CELL BIOTECHNOLOGY CO., LTD. (GUO: UNILAB BIOSCIENCES CORPORATION HONG KONG LIMITED)",46679.9237747192,NA
Keryinlee,UNILAB BIOSCIENCES CORPORATION HONG KONG LIMITED,"SHANGHAI UNITED CELL BIOTECHNOLOGY CO., LTD. (GUO: UNILAB BIOSCIENCES CORPORATION HONG KONG LIMITED)",46679.9237747192,NA
Marianojohnl.Tanjr.,UNILAB BIOSCIENCES CORPORATION HONG KONG LIMITED,"SHANGHAI UNITED CELL BIOTECHNOLOGY CO., LTD. (GUO: UNILAB BIOSCIENCES CORPORATION HONG KONG LIMITED)",46679.9237747192,NA
Philipc.Lao,UNILAB BIOSCIENCES CORPORATION HONG KONG LIMITED,"SHANGHAI UNITED CELL BIOTECHNOLOGY CO., LTD. (GUO: UNILAB BIOSCIENCES CORPORATION HONG KONG LIMITED)",46679.9237747192,NA
Ms Su Bok Kim,"KOGENE BIOTECH CO.,LTD","KOGENE BIOTECH CO.,LTD",46675.0744910343,112
Mr Chenghai Zhang,"DALIAN MERRO TRADITIONAL CHINESE MEDICINE FACTORY CO., LTD.","DALIAN MERRO TRADITIONAL CHINESE MEDICINE FACTORY CO., LTD.",46591.4378054291,189
Mr Gelian Wang,"DALIAN MERRO TRADITIONAL CHINESE MEDICINE FACTORY CO., LTD.","DALIAN MERRO TRADITIONAL CHINESE MEDICINE FACTORY CO., LTD.",46591.4378054291,189
Mr Ning Zhang,"DALIAN MERRO TRADITIONAL CHINESE MEDICINE FACTORY CO., LTD.","DALIAN MERRO TRADITIONAL CHINESE MEDICINE FACTORY CO., LTD.",46591.4378054291,189
Jianping Hou,"TIANYIN PHARMACEUTICAL CO, INC.","TIANYIN PHARMACEUTICAL CO, INC.",46555.02,1000
Mr Zhan Yong,"TIANYIN PHARMACEUTICAL CO, INC.","TIANYIN PHARMACEUTICAL CO, INC.",46555.02,1000
Mr Zunjian Zhang,"TIANYIN PHARMACEUTICAL CO, INC.","TIANYIN PHARMACEUTICAL CO, INC.",46555.02,1000
Mr Kusum Parekh,MR NISHITH PAREKH,KUNJAL SYNERGIES PRIVATE LIMITED (GUO: MR NISHITH PAREKH),46550.8121897522,NA
Mr Nishith Parekh,MR NISHITH PAREKH,KUNJAL SYNERGIES PRIVATE LIMITED (GUO: MR NISHITH PAREKH),46550.8121897522,NA
Mr Vincenzo Iudicelli Orrigo,ZOETIS HOLDINGS LLC,ZOETIS MANUFACTURING ITALIA S.R.L. (GUO: ZOETIS HOLDINGS LLC),46548.0143002081,123
Mr Carmelo Lombardo,ZOETIS HOLDINGS LLC,ZOETIS MANUFACTURING ITALIA S.R.L. (GUO: ZOETIS HOLDINGS LLC),46548.0143002081,123
Ms Lucia Sciacca,ZOETIS HOLDINGS LLC,ZOETIS MANUFACTURING ITALIA S.R.L. (GUO: ZOETIS HOLDINGS LLC),46548.0143002081,123
Mr Chen Qian,"SUZHOU WUGAN PHARMACEUTICAL CO., LTD.","WUGAN PHARMACEUTICAL (SUZHOU) CO., LTD. (GUO: SUZHOU WUGAN PHARMACEUTICAL CO., LTD.)",46515.9087905884,260
Mr Zhigang Wang,"SHANDONG CHENG HUI SHUANG DA MEDICINE BUSINESS CO., LTD.","SHANDONG CHENG HUI SHUANG DA MEDICINE BUSINESS CO., LTD.",46510.4232993722,365
Mr Jun Yu,"JIANGSU GDK BIOTECHNOLOGY CO.,LTD.","JIANGSU GDK BIOTECHNOLOGY CO.,LTD.",46497.7099115998,474
Hua Cheng,"JIANGSU GDK BIOTECHNOLOGY CO.,LTD.","JIANGSU GDK BIOTECHNOLOGY CO.,LTD.",46497.7099115998,474
Mr Jianqiang Guan,"JIANGSU GDK BIOTECHNOLOGY CO.,LTD.","JIANGSU GDK BIOTECHNOLOGY CO.,LTD.",46497.7099115998,474
Mr Shenqian Nie,"JIANGSU GDK BIOTECHNOLOGY CO.,LTD.","JIANGSU GDK BIOTECHNOLOGY CO.,LTD.",46497.7099115998,474
Mr Rong Shao,"JIANGSU GDK BIOTECHNOLOGY CO.,LTD.","JIANGSU GDK BIOTECHNOLOGY CO.,LTD.",46497.7099115998,474
Mr Jianguo Xia,"JIANGSU GDK BIOTECHNOLOGY CO.,LTD.","JIANGSU GDK BIOTECHNOLOGY CO.,LTD.",46497.7099115998,474
Liangbin Zhang,"JIANGSU GDK BIOTECHNOLOGY CO.,LTD.","JIANGSU GDK BIOTECHNOLOGY CO.,LTD.",46497.7099115998,474
Ms Jing Zhao,"JIANGSU GDK BIOTECHNOLOGY CO.,LTD.","JIANGSU GDK BIOTECHNOLOGY CO.,LTD.",46497.7099115998,474
Mr Changyong Fan,"JIANGSU GDK BIOTECHNOLOGY CO.,LTD.","JIANGSU GDK BIOTECHNOLOGY CO.,LTD.",46497.7099115998,474
Mr Huashi Bian,"SHANGHAI SUNDISE TRADITIONAL CHINESE MEDICINE CO., LTD.","SHANGHAI HUANGHAI PHARMACEUTICAL CO., LTD. (GUO: SHANGHAI SUNDISE TRADITIONAL CHINESE MEDICINE CO., LTD.)",46434.515586853,NA
Mr Jiping Liu,"SHANGHAI SUNDISE TRADITIONAL CHINESE MEDICINE CO., LTD.","SHANGHAI HUANGHAI PHARMACEUTICAL CO., LTD. (GUO: SHANGHAI SUNDISE TRADITIONAL CHINESE MEDICINE CO., LTD.)",46434.515586853,NA
