"","Orbis ID number","BvD ID number","Company name Latin alphabet","country"
"763","688826245","DE*110365587135","COSCO SHIPPING","DE"
"764","163388306","TR93336F","ADATRANS DENIZCILIK VE TICARET ANONIM SIRKETI","TR"
"765","074015887","TR268713F","ASIL HOLDING ANONIM SIRKETI","TR"
"766","572634590","MH*110349231899","DEVBULK TRADING LTD","MH"
"767","168784915","NL59039477","CEO NL REEDEREI NORD HOLDING C.V.","NL"
"768","503303640","NL82483132","AMASUS SHORT-SEA B.V.","NL"
"769","541950854","CW*D00444442","CALDERA HOLDING B.V.","CW"
"770","367401847","GBLP018762","ALBATROSS INVESTMENT LP","GB"
"771","076101325","DK31859840","VESSO HOLDING APS","DK"
"772","036750393","DKFO4038","P/F HH","DK"
"773","080208689","GB07192004","ADVANCE SHIPPING HOLDING LIMITED","GB"
"774","059959537","DE2190004116","TUI AG","DE"
"775","146081162","NL56396414","STICHTING ADMINISTRATIEKANTOOR H.J. DAMMES","NL"
"776","085571177","NL50714899","STICHTING ADMINISTRATIEKANTOOR VLOOTFONDS HANZEVAST 3 - MS HANZE GDANSK","NL"
"777","005486545","NL23071906","MAASKADE BEVRACHTERS CAPITAL B.V.","NL"
"778","047963059","IN33100FI","GLOBAL OFFSHORE SERVICES LIMITED","IN"
"779","037564903","NL01090394","BLUE TREE B.V.","NL"
"780","005501264","NL24263326","NAUTICA HOLDING B.V.","NL"
"781","187167624","NL60821841","GLOBAL SEATRADE INVEST B.V.","NL"
"782","373037258","BE0688992186","VR@SEA","BE"
"783","369633927","LULB94789","STORE INVEST S.A.","LU"
"784","074229289","LULB48933","DAIRO SPF S.A","LU"
"785","701874038","YY*110371749229","HTC INVESTMENTS","n.a."
"786","065628662","NL01141332","ELAN HOLDING B.V.","NL"
"787","005402105","NL05055343","STEENSTRA SHIPPING B.V.","NL"
"788","008989579","NL32067248","HANZEVAST CAPITAL N.V.","NL"
"789","005393912","NL02050729","SBI HOLDING B.V.","NL"
"790","372667619","NL70491178","DELFVEEN INVEST B.V.","NL"
"791","007153987","GB04221248","SEACON GROUP LIMITED","GB"
"792","015951904","NL02094049","STICHTING ADMINISTRATIEKANTOOR B-W SHIPPING","NL"
"793","007384165","GB04119774","ATLANTIC PACIFIC GROUP LIMITED","GB"
"794","368025039","CHCHE228492846","LIGHTSHIP S.A.","CH"
"795","036763428","GB05643129","YORKSHIRE GROUP HOLDINGS LIMITED","GB"
"796","003933069","GB00477145","INTERNATIONAL FOUNDATION FOR AIDS TO NAVIGATION","GB"
"797","131560410","NL54270944","STICHTING ADMINISTRATIEKANTOOR VAN WIJNGAARDEN HOLDING","NL"
"798","319866385","GI85790","LIBERT̩ INVESTMENTS LIMITED","GI"
"799","534919519","AE0118040280","VALOUR GROUP DMCC","AE"
"800","614932655","YY*110359581846","UTC OVERSEAS HOLDINGS IRELAND LTD","n.a."
"801","197405906","SG200918639D","SYNERGY MARINE PTE. LTD.","SG"
"802","001077458","NL24310418","STICHTING ADMINISTRATIEKANTOOR PPF PARTICIPATIE FONDS","NL"
"803","561344020","DK43667637","ULTRANAV INTERNATIONAL APS","DK"
"804","048981179","DE2151224138","COSCO SHIPPING LINES (EUROPE) GMBH","DE"
"805","155891404","DK35205918","HOLDINGSELSKABET AF 10. JANUAR 2013 II A/S","DK"
"806","050189756","LULB29027","D'AMICO INTERNATIONAL S.A.","LU"
"807","409330691","DK40447865","STENA DENMARK HOLDING A/S","DK"
"808","004497078","GB03057136","HUTCHISON PORTS EUROPE LIMITED","GB"
"809","052140793","LULB73723","SOFIDRA S.A.","LU"
"810","108830963","MTC44625","WILHELMSEN LINES MALTA LIMITED","MT"
"811","005495073","NL24179673","HAL INVESTMENTS B.V.","NL"
"812","062075760","MTC34440","PALMALI HOLDING COMPANY LIMITED","MT"
"813","005507109","NL27114475","DFDS HOLDING B.V.","NL"
"814","240990008","CYC220195","VOJE HOLDING LIMITED","CY"
"815","009730509","IE318571","GEOPOST IRELAND LIMITED","IE"
"816","514651066","NO827669962","GRAM CAR CARRIERS ASA","NO"
"817","191163427","GB09201671","SUBSEA 7 INTERNATIONAL HOLDINGS (UK) LIMITED","GB"
"818","004008298","GB01012921","DEN NORSKE NOMINEES LIMITED","GB"
"819","618405776","GB*110360848206","SEATRUCK FERRIES HOLDING LTD.","GB"
"820","417854064","NL75616564","IIF DUTCH CHANE HOLDCO B.V.","NL"
"821","002935486","DK52020212","MIBAU STEMA DANMARK A/S","DK"
"822","012192548","GB05005018","""K"" LINE HOLDING (EUROPE) LIMITED","GB"
"823","008930944","DK26523567","THOPAS HOLDING A/S","DK"
"824","593181401","DK44315181","CHRISTIANIA HOLDING A/S","DK"
"825","383139727","DK39679116","BRADLEY CAIRNS APS","DK"
"826","046129320","GB05965116","PEEL PORTS GROUP LIMITED","GB"
"827","547031036","MTC102442","AOM MALTA HOLDING LIMITED","MT"
"828","557693326","DK43520636","ZAPPY TOPCO APS","DK"
"829","317479084","IT09853890961","PS NAVI S.P.A.","IT"
"830","109451068","CYC187012","XENES INVESTMENTS LIMITED","CY"
"831","057125525","SE5567268569","CORRAL PETROLEUM HOLDINGS AB","SE"
"832","122562279","GB02171790","BT GLOBENET NOMINEES LIMITED","GB"
"833","157533188","MTC52329","EDDA ACCOMMODATION MANAGEMENT LTD","MT"
"834","417846879","IT10940510968","FI.NAV. HOLDING S.P.A.","IT"
"835","004230811","GB02216271","COSCO SHIPPING (UK) COMPANY LIMITED","GB"
"836","298550965","IT02391860992","MEDTUG S.P.A.","IT"
"837","009433556","BE0475119361","CARE CARROSSERIE","BE"
"838","188032503","NO913749340","SEALOADING HOLDING AS","NO"
"839","525046549","NO927818795","AURORA OFFSHORE AS","NO"
"840","574888949","NO931050885","FALCON BIDCO AS","NO"
"841","004378944","GB02766012","STENA (UK) LIMITED","GB"
"842","651229150","GB15712788","VICTORIA GROUP INVESTMENTS LIMITED","GB"
"843","005492825","NL24153965","SEALINER HOLDING B.V.","NL"
"844","580019081","GB14924725","YUSHI HOLDINGS LTD","GB"
"845","317474831","IT09698440964","RB ITALY HOLDING S.P.A.","IT"
"846","313742300","MTC78930","ASKA MARINE HOLDING LIMITED","MT"
"847","417022868","MTC92727","PREMUDA MALTA HOLDING LIMITED","MT"
"848","616513213","MTC107812","MLF INTERNATIONAL HOLDING LIMITED","MT"
"849","375499354","MTC84479","PEC HOLDINGS LTD","MT"
"850","050356556","NO937019661","EIMSKIP NORWAY AS","NO"
"851","005694820","NO981122607","NEXANS NORWAY AS","NO"
"852","263737212","FR815304399","HEIDELBERG MATERIALS FRANCE","FR"
"853","314851004","MTC79908","RIVER KING LOGISTICS LIMITED","MT"
"854","015098452","LULB23371","DEME LUXEMBOURG SA","LU"
"855","387245512","MTC88131","CINER MARITIME INVESTMENT LIMITED","MT"
"856","005622909","NO947044834","SAMSKIP AS","NO"
"857","002342991","DE2150958997","BARBER SHIP MANAGEMENT GERMANY GMBH & CO. KG","DE"
"858","008129390","GBNI015307","JENKINSON AGENCIES (NI) LIMITED","GB"
"859","420730253","FR877765982","PRIMEVERE LNG SHIPPING","FR"
"860","018375113","MTC35835","KIRAN INTERNATIONAL HOLDING COMPANY LTD.","MT"
"861","017524884","GB05564629","CLDN RORO HOLDING LTD","GB"
"862","372663094","MTC84247","DOHLE (MALTA) LIMITED","MT"
"863","009757355","NO985030235","ALTERA NORWAY HOLDINGS AS","NO"
"864","008844558","NL36010880","ARKLOW HOLDING NEDERLAND B.V.","NL"
"865","004067122","GB01380120","CRH (UK) LIMITED","GB"
"866","005611310","NO935705541","CENTENNIAL AS","NO"
"867","003906098","GB00165746","ISLES OF SCILLY STEAMSHIP COMPANY LIMITED","GB"
"868","133372698","IE510316","CANTOR FITZGERALD IRELAND HOLDINGS LIMITED","IE"
"869","008474067","GB04352407","GLOBAL MARINE HOLDINGS LIMITED","GB"
"870","057087368","GB05940837","LIBRA GROUP LIMITED","GB"
"871","383486565","MTC86826","SICTUS HOLDINGS LIMITED","MT"
"872","370181680","MTC83562","ARSLAND HOLDING LIMITED","MT"
"873","108832390","MTC48194","ELISE TRUSTEES LIMITED","MT"
"874","004697963","GB03452566","NYK GROUP EUROPE LIMITED","GB"
"875","123614096","CYC279673","CORESTAR HOLDINGS LTD","CY"
"876","174867906","MTC61488","RF MALTA HOLDING LTD","MT"
"877","030507987","GB05641351","PD PORTS ACQUISITIONS (UK) LIMITED","GB"
"878","486584495","GB12941247","ANAVATOS HOLDCO LIMITED","GB"
"879","378184281","NO920647332","AQUASHIP AS","NO"
"880","109301357","CYC250670","SCF SUPPLY VESSELS LIMITED","CY"
"881","479344535","GB12682702","AVENIR LNG (UK) LIMITED","GB"
"882","135860386","GB08093328","ALCEDO SHIPPING LIMITED","GB"
"883","486584552","GB12941304","FULMAR HOLDCO LIMITED","GB"
"884","005630738","NO955514262","CLARKSONS NORWAY AS","NO"
"885","065747445","CYC217918","STIMWELL HOLDINGS LTD","CY"
"886","130926500","DE2151594068","GUOYU NORDIC GERMANY GNG GMBH","DE"
"887","314850935","MTC73450","ELCANO TANKERS LIMITED","MT"
"888","114548914","MTC35548","EUROLEVANT SHIPPING LIMITED","MT"
"889","416019558","NL75380900","BOLUDA EUROPE B.V.","NL"
"890","174861107","MTC54618","BULKMAX HOLDING LTD.","MT"
"891","576121975","MTC105121","HERCULES SHIPPING GROUP HOLDINGS LIMITED","MT"
"892","509827720","IT11909140961","ITELYUM GROUP S.R.L.","IT"
"893","176337168","MTC47602","DENSA MARINE LTD","MT"
"894","098582320","MTC41515","GSP DRILLING LIMITED","MT"
"895","229775449","MTC70172","VALLOEBY SHIPHOLDING LTD","MT"
"896","659306038","MTC109038","SPANACO SHIPPING LIMITED","MT"
"897","174863032","MTC56708","RISEDAY LIMITED","MT"
"898","004081548","GB01463763","CHANDRIS FOUNDATION TRUSTEES LIMITED","GB"
"899","137373515","MTC52386","THE ADDAX AND ORYX GROUP PLC","MT"
"900","003100431","ESB38001855","REMOLQUES Y SERVICIOS MARITIMOS SL REYSER","ES"
"901","006112645","SE5560977323","AKTIEBOLAGET FINNLINES SCANDINAVIA LTD","SE"
"902","192376975","MTC66811","AST GROUP P.L.C","MT"
"903","174867798","MTC61380","TTG (MALTA) LIMITED","MT"
"904","376287617","MTC85034","VESSEL HOLDING COMPANY LIMITED","MT"
"905","306717969","MTC77664","SOUTH SAIL HOLDING LIMITED","MT"
"906","002334910","DE2150643541","CONTAINERSHIPS - CMA CGM GMBH","DE"
"907","559652505","MTC103581","DRAGON SHIPPING MALTA LIMITED","MT"
"908","135629590","MTC46101","BLACK SEA FERRIES LIMITED","MT"
"909","112176927","GB07705030","VOUVRAY ACQUISITION LIMITED","GB"
"910","005092127","GBSC132816","BUE MARINE LIMITED","GB"
"911","225172867","NO914961947","G2 OCEAN LTD","NO"
"912","031330999","NO988088676","FONNES REDERI AS","NO"
"913","407900995","MTC91262","IRIS EXPRESS SHIPPING LTD","MT"
"914","529523602","FR905385126","JIFMAR SAS","FR"
"915","372471905","MTC84100","CONTAINER HOLDING COMPANY LIMITED","MT"
"916","004103369","GB01589650","ESSO UK LIMITED","GB"
"917","130951993","CYC289580","AOS CYPRUS HOLDING LIMITED","CY"
"918","018387052","PT512001456","EMPRESA BARCOS DO PICO - TRANSPORTE MARITIMO DE MERCADORIAS DE SIMAS E SIMAS, LDA","PT"
"919","615885499","MTC107523","AFFINITY (MALTA) HOLDINGS LIMITED","MT"
"920","389904535","MTC88539","MEROS LTD","MT"
"921","176404729","MTC64235","OF TRADER LTD","MT"
"922","157489254","IE527028","ION INVESTMENT CORPORATION LIMITED","IE"
"923","297353706","CYC143119","CAPSTANS HOLDING LIMITED","CY"
"924","314350304","MTC79710","CRUISE YACHT UPPER HOLDCO LTD","MT"
"925","109712980","CYC34265","TRIDENT TRUST COMPANY (CYPRUS) LIMITED","CY"
"926","172257376","NO*B000072427","TPO INVESTMENTS AS","NO"
"927","078497791","NO991764569","COSL CRAFT LTD","NO"
"928","005594358","NO912864227","OMYA HUSTADMARMOR AS","NO"
"929","048972107","CYC169423","STENA HOLDING (CYPRUS) LIMITED","CY"
"930","130508426","CYC249225","SAS SHIPPING AGENCIES SERVICES (CY) LTD","CY"
"931","007244846","GBSC212855","STIRLING SHIPPING HOLDINGS LIMITED","GB"
"932","007531435","GB04217425","DFDS SEAWAYS (HOLDINGS) LIMITED","GB"
"933","005500260","NL24253106","MITSUI O.S.K. HOLDINGS (BENELUX) B.V.","NL"
"934","004127819","GB01722136","TOTALENERGIES HOLDINGS UK LIMITED","GB"
"935","418365543","NL75728389","NIETO HOLDING B.V.","NL"
"936","530020853","IE533826","RUDMO UNLIMITED COMPANY","IE"
"937","008968390","IE301993","LAKEVIEW MARINA LIMITED","IE"
"938","197225928","IE553016","BOSSAN VENTURES LIMITED","IE"
"939","005478856","NL21016805","DC DREDGING B.V.","NL"
"940","005562797","NL34072507","KOOLE HOLDING B.V.","NL"
"941","530425484","NL84851554","TRANSTAL SHIPPING B.V.","NL"
"942","007398567","NL34101606","LOWLAND INTERNATIONAL B.V.","NL"
"943","654076544","DE2290419326","AHLMARK LINES GMBH","DE"
"944","160170372","DE2151662576","BALTRADER CAPITAL GMBH & CO. KG","DE"
"945","115001287","DE2151574722","V. SHIPS GERMANY HOLDING GMBH","DE"
"946","002341470","DE2150892781","MPC MUENCHMEYER PETERSEN CAPITAL AG","DE"
"947","061911915","GB06038090","P&O FERRIES DIVISION HOLDINGS LIMITED","GB"
"948","004323093","GB02590812","FII HOLDINGS LIMITED","GB"
"949","489506290","IE679268","BARTOLOMEO LEASING SERVICES LIMITED","IE"
"950","008321299","BE0407735837","CEVA GROUND LOGISTICS BENELUX","BE"
"951","033134656","NL34280544","RHENUS ASSETS & SERVICES B.V.","NL"
"952","263242739","GB09901935","FURADINO HOLDINGS LIMITED","GB"
"953","137276909","GBRC000404","THE PENINSULAR AND ORIENTAL STEAM NAVIGATION COMPANY","GB"
"954","189939952","GBSC483951","RIGMAR GROUP (HOLDINGS) LIMITED","GB"
"955","384643817","IE629719","INISHBOFIN MARINE SERVICES LIMITED","IE"
"956","069443798","TR249084F","CALIK HOLDING ANONIM SIRKETI","TR"
"957","192848759","NL61421049","FLORIAN BEENTJES BEHEER B.V.","NL"
"958","042314915","NL24187887","ANTHONY VEDER GROUP N.V.","NL"
"959","486652707","GB12930687","PGS HOLDING I LTD","GB"
"960","005393262","NL02041078","THUN TANKERS B.V.","NL"
"961","005393626","NL02046436","SEATRADE HOLDING B.V.","NL"
"962","163230861","TR263869F","STATU GEMI KIRALAMA VE TICARET LIMITED SIRKETI","TR"
"963","410988001","GBSC631531","LNG9 LIMITED","GB"
"964","289310627","NL66042674","CHRISTIANIA SHIPPING HOLDING B.V.","NL"
"965","059945202","NL24443389","E.W.J. SUIKER HOLDING B.V.","NL"
"966","149932627","NL56772378","CWG HOLDING B.V.","NL"
"967","015955325","LULB45000","SEIF - SOCIETE EUROPEENNE D'INVESTISSEMENT FINANCIER S.A.","LU"
"968","009541685","DK27309224","ENDEAVOUR INVEST APS","DK"
"969","157077368","GB08522964","ONE GROUP CONSTRUCTION LIMITED","GB"
"970","308654241","NL67548253","DUTCH OFFSHORE HOLDING B.V.","NL"
"971","409307439","DE2151911205","MPCC SECOND FINANCING GMBH & CO. KG","DE"
"972","015100761","LULB64304","2LP","LU"
"973","251656069","DE2250398323","VERTOM HOLDING GMBH & CO. KG","DE"
"974","248440996","DE2250396299","RUNGHOLT SCHIFFFAHRTSBETEILIGUNGS GMBH","DE"
"975","005496848","NL24199029","SKIBS HASSEL HOLDING B.V.","NL"
"976","032617876","NL24391558","ROTTERDAM HARBOUR HOLDING B.V.","NL"
"977","005484056","NL23049923","DAMEN HOLDING B.V.","NL"
"978","005491211","NL24129791","MAERSK HOLDING B.V.","NL"
"979","261763600","DE2151766138","JEBSEN SHIPPING P. HOLDING GMBH & CO. KG","DE"
"980","164335869","DE2151672701","CHRISTIAN OLDENDORFF SCHIFFFAHRTSHOLDING GMBH & CO. KG","DE"
"981","134304201","DE2151602338","EARTHBANK SHIPPING GMBH & CIE. KG","DE"
"982","162699321","TR171024F","MARINPEKS DENIZCILIK TICARET VE SANAYI ANONIM SIRKETI","TR"
"983","017677034","NL02095999","CALDERA HOLDING B.V.","NL"
"984","492378595","NL81023782","TRANSPHARMA INTERNATIONAL HOLDING B.V.","NL"
"985","081816837","CHCHE114530428","A-ROSA REEDEREI GMBH","CH"
"986","492346463","GB13060850","MAVEGA GROUP LIMITED","GB"
"987","003967525","GB00724907","HOLYHEAD TOWING GROUP LIMITED","GB"
"988","037565002","NL02092628","SEACON SHIPPING B.V.","NL"
"989","575322800","TR2810864F","VALOUR HOLDING ANONIM SIRKETI","TR"
"990","469608869","DE2151943266","DSHIP CARRIERS GMBH & CO. KG","DE"
"991","002321022","DE2150155456","CUPH HOLDING GERMANY GMBH","DE"
